the_geom,OBJECTID,date no time,Month-num,Month,Helper,Year,Rainfall in mm,date_,country,nearest_pl,hazard_typ,landslide_,trigger,fatalities,injuries,location_a,landslide1,near,distance,State,,population,latitude,longitude
POINT (76.11470000000016 13.181900000000054),212,7/2/2011,7,Jul,Karnataka 2011,2011,1080.5,07/02/2011 07:00:00 AM +0000,India,"National Highway 66, connecting Kerala and Karnataka",landslide,Landslide,Rain,0,0,Unknown,Small,Hassan,18.58566,Karnataka,,12691836,19.0176,72.8562
POINT (92.85510000000014 25.088800000000074),214,5/24/2011,5,May,Assam 2011,2011,238.3,05/24/2011 07:00:00 AM +0000,India,"Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam",landslide,Complex,Downpour,0,0,Known_within_10_km,Medium,Haflong,18.40848,Assam,,37475,34.1481,77.6538
POINT (74.18720000000015 33.57700000000009),217,2/13/2011,2,Feb,Kashmir 2011,2011,211.6,02/13/2011 08:00:00 AM +0000,India,"road between Rajouri(Rajauri) and Poonch(Punch), Jammu and Kashmir",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Thanna Mandi,18.34095,Kashmir,,19873,29.6131,79.494
POINT (93.80670000000013 25.77130000000008),229,8/13/2011,8,Aug,Assam 2011,2011,302.6,08/13/2011 07:00:00 AM +0000,India,"Chumukedima, Dimapur",landslide,Mudslide,Downpour,0,0,Known_within_10_km,Medium,Dimapur,17.73969,Assam,,6690,31.4881,76.6702
POINT (88.25790000000015 27.287900000000064),232,6/23/2011,6,Jun,Sikkim 2011,2011,419.8,06/23/2011 07:00:00 AM +0000,India,Villages surrounding the West Sikkim district of,landslide,Landslide,Downpour,16,0,Known_within_5_km,Large,Naya Bazar,17.49816,Sikkim,,2537,23.3439,93.0748
POINT (94.13000000000014 25.830000000000066),237,8/18/2011,8,Aug,Nagaland 2011,2011,367.6,08/18/2011 07:00:00 AM +0000,India,Botsa  and Chiechama,landslide,Landslide,Monsoon,0,0,Exact_location,Medium,Kohima,17.31317,Nagaland,,92113,25.616,94.1167
POINT (73.45190000000015 18.234000000000055),241,9/5/2011,9,Sep,Maharashtra 2011,2011,468.3,09/05/2011 07:00:00 AM +0000,India,"Kashedi ghat,  Raigad  Maharashtra (used Raigad Fort for lat lon)",landslide,Landslide,Rain,0,0,Known_within_1_km,Small,Mahad,17.08775,Maharashtra,,609617,19.177,72.8619
POINT (77.92580000000012 31.24030000000008),243,8/7/2011,8,Aug,Himachal Pradesh 2011,2011,380.2,08/07/2011 07:00:00 AM +0000,India,Gumma on Pathankot-Mandi national highway,landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Rohru,17.08273,Himachal Pradesh,,609617,19.177,72.8619
POINT (78.32760000000015 30.920600000000064),245,5/31/2011,5,May,Uttarakhand 2011,2011,84.2,05/31/2011 07:00:00 AM +0000,India,"road to Yamunotri shrine, Uttarakashi",landslide,Landslide,Rain,0,0,Known_within_15_km,Medium,Barkot,17.01484,Uttarakhand,,5233,31.9671,76.8521
POINT (79.35320000000014 29.913000000000093),253,12/10/2011,12,Dec,Uttarakhand 2011,2011,2.3,12/10/2011 08:00:00 AM +0000,India,Uttarakhand,landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Dwarahat,16.63897,Uttarakhand,,27009,29.7036,78.5658
POINT (76.70460000000016 9.872100000000055),258,6/2/2011,6,Jun,Kerala 2011,2011,788.5,06/02/2011 07:00:00 AM +0000,India,"Thodpuzha(Thodupuzha) municipality, Idukki, Kerala",landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Palackattumala,16.43713,Kerala,,8341,32.304,77.2106
POINT (75.81010000000012 33.180400000000105),273,2/13/2011,2,Feb,Kashmir 2011,2011,211.6,02/13/2011 08:00:00 AM +0000,India,"Batote-Doda-Kishtwar road, at Jathi(?) and Drabshalla, Jammu and Kashmir",landslide,Landslide,Snowfall_snowmelt,0,0,Known_within_5_km,Medium,Kishtwar,15.28833,Kashmir,,11248,9.8957,76.9346
POINT (79.63670000000015 29.733400000000103),274,7/21/2011,7,Jul,Uttarakhand 2011,2011,433.3,07/21/2011 07:00:00 AM +0000,India,"Kumaon, Uttarakhand",landslide,Landslide,Rain,1,0,Known_within_15_km,Medium,Almora,15.271,Uttarakhand,,35461,19.6699,73.5111
POINT (78.5925000000001 30.76520000000008),285,7/9/2011,7,Jul,Uttarakhand 2011,2011,433.3,07/09/2011 07:00:00 AM +0000,India,Gangotri,landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Uttarkashi,14.8033,Uttarakhand,,31364,10.9628,77.5947
POINT (77.24660000000013 32.37090000000009),295,6/14/2011,6,Jun,Himachal Pradesh 2011,2011,118.3,06/14/2011 07:00:00 AM +0000,India,"The Leh-Manali hwy, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Manali,14.28688,Himachal Pradesh,,31364,10.9628,77.5947
POINT (79.35410000000016 30.531900000000096),302,6/7/2011,6,Jun,Uttarakhand 2011,2011,223.1,06/07/2011 07:00:00 AM +0000,India,"road to Badrinath shrine, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Papalkoti,13.89592,Uttarakhand,,31364,10.9628,77.5947
POINT (78.30410000000013 30.282800000000094),310,8/10/2011,8,Aug,Uttarakhand 2011,2011,523.7,08/10/2011 07:00:00 AM +0000,India,Chardham yatra,landslide,Landslide,Rain,0,0,Known_within_50_km,Medium,Narendranagar,13.5202,Uttarakhand,,417387,12.8715,74.8862
POINT (75.66950000000016 33.22570000000011),311,3/3/2011,3,Mar,Kashmir 2011,2011,97.8,03/03/2011 08:00:00 AM +0000,India,"Srawan village(?), Batote-Doda-Kishtwar road, Kishtwar district",landslide,Landslide,Downpour,1,0,Known_within_15_km,Medium,Kishtwar,13.33019,Kashmir,,8160,31.1581,77.7155
POINT (74.66240000000012 14.03540000000005),317,6/14/2011,6,Jun,Karnataka 2011,2011,1018.4,06/14/2011 07:00:00 AM +0000,India,Coastal Karnataka,landslide,Landslide,Downpour,0,0,Unknown,Medium,Bhatkal,13.02514,Karnataka,,26550,10.0533,76.4788
POINT (74.90350000000014 33.5808000000001),324,4/19/2011,4,Apr,Kashmir 2011,2011,89,04/19/2011 07:00:00 AM +0000,India,"Gudder village(?), Kulgam district, Jammu and Kashmir",landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Kulgam,12.82235,Kashmir,,37475,34.1114,77.5874
POINT (75.88860000000012 33.25990000000011),325,4/17/2011,4,Apr,Kashmir 2011,2011,89,04/17/2011 07:00:00 AM +0000,India,"Shanna(?), Jammu province",landslide,Landslide,Downpour,1,0,Unknown,Medium,Kishtwar,12.76917,Kashmir,,2000,30.4605,79.4774
POINT (72.81020000000014 18.977400000000063),326,8/29/2011,8,Aug,Maharashtra 2011,2011,302.8,08/29/2011 07:00:00 AM +0000,India,the 10-storeyed Hill View building the 10-storeyed Hill View building,landslide,Landslide,Downpour,1,3,Known_within_1_km,Medium,Mumbai,12.63909,Maharashtra,,46427,26.8712,88.3052
POINT (73.95510000000014 15.706700000000083),327,8/7/2011,8,Aug,Goa 2011,2011,987.9,08/07/2011 07:00:00 AM +0000,India,Rishikesh- Gangotri national highway in Maneri area of Uttarkashi district,landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Dicholi,12.60119,Goa,,439922,11.2738,75.8275
POINT (79.51920000000014 30.650900000000064),340,7/8/2011,7,Jul,Uttarakhand 2011,2011,433.3,07/08/2011 07:00:00 AM +0000,India,Lambagad,landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Joshamath,11.47157,Uttarakhand,,23384,15.8513,73.8161
POINT (78.37550000000013 30.225800000000078),351,8/8/2011,8,Aug,Uttarakhand 2011,2011,523.7,08/08/2011 07:00:00 AM +0000,India,"Chhatanga area; Helkugad; and Netala, all on the Rishikesh-Yamunotri National Highway",landslide,Landslide,Downpour,0,0,Unknown,Medium,Narendranagar,11.08485,Uttarakhand,,12691836,19.0222,72.8663
POINT (73.71670000000013 16.10780000000007),353,7/22/2011,7,Jul,Maharashtra 2011,2011,1384.1,07/22/2011 07:00:00 AM +0000,India,"Konkan Railway, between Sindhudurg and Kudal",landslide,Landslide,Downpour,0,0,Known_within_50_km,Small,Kudal,11.07308,Maharashtra,,2000,32.1896,77.187
POINT (93.11700000000016 24.808000000000074),354,9/6/2011,9,Sep,Assam 2011,2011,221.6,09/06/2011 07:00:00 AM +0000,India,NH 37 at Awang KhulÂ ,landslide,Landslide,Rain,3,0,Known_within_1_km,Medium,Lakhipur,11.03875,Assam,,11674,11.4991,76.4949
POINT (77.21810000000012 32.34910000000011),356,7/15/2011,7,Jul,Himachal Pradesh 2011,2011,177.7,07/15/2011 07:00:00 AM +0000,India,Rahni,landslide,Landslide,Downpour,1,0,Known_within_5_km,Medium,Manali,10.95559,Himachal Pradesh,,3278,33.3645,75.1999
POINT (75.25650000000014 12.677100000000065),357,6/27/2011,6,Jun,Karnataka 2011,2011,1018.4,06/27/2011 07:00:00 AM +0000,India,Madikeri-Mangalore highway,landslide,Landslide,Rain,0,0,Unknown,Medium,Puttar,10.91024,Karnataka,,3278,33.3645,75.1999
POINT (75.43250000000013 33.12890000000008),359,6/8/2011,6,Jun,Kashmir 2011,2011,72.5,06/08/2011 07:00:00 AM +0000,India,"Batote-Doda Highway, Ramgarh(?), Baggar(Bagger)(?) area, Doda district, Jammu and Kashmir",landslide,Landslide,Downpour,4,0,Known_within_15_km,Medium,Doda,10.82659,Kashmir,,3278,33.3645,75.1999
POINT (79.55660000000015 30.652100000000104),363,8/8/2011,8,Aug,Uttarakhand 2011,2011,523.7,08/08/2011 07:00:00 AM +0000,India,"Govindghat, on the Rishikesh-Badrinath highway",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Joshamath,10.71033,Uttarakhand,,3278,33.3645,75.1999
POINT (79.33180000000011 30.404300000000063),390,7/21/2011,7,Jul,Uttarakhand 2011,2011,433.3,07/21/2011 07:00:00 AM +0000,India,"Chamoli , Uttarakhand",landslide,Landslide,Rain,1,0,Known_within_15_km,Medium,Papalkoti,9.78584,Uttarakhand,,10866,18.5158,73.1822
POINT (75.18270000000014 33.303700000000084),391,2/13/2011,2,Feb,Kashmir 2011,2011,211.6,02/13/2011 08:00:00 AM +0000,India,"Srinagar-Jammu Natl. Hwy., at Digdole(Digdol)(9 km south of Panthal), Srinagar, Jammu and Kashmir",landslide,Landslide,Snowfall_snowmelt,0,0,Known_within_5_km,Medium,Banihal,9.75302,Kashmir,,92113,25.6947,94.0587
POINT (75.1774000000001 33.330800000000096),392,2/16/2011,2,Feb,Kashmir 2011,2011,211.6,02/16/2011 08:00:00 AM +0000,India,"near Digdol, Jammu-Srinagar hwy, Jammu and Kashmir",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Banihal,9.75302,Kashmir,,92113,25.6947,94.0587
POINT (75.17720000000016 33.33070000000007),393,2/24/2011,2,Feb,Kashmir 2011,2011,211.6,02/24/2011 08:00:00 AM +0000,India,"Jammu-Srinagar National Highway, Digdol area, Jammu and Kashmir",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Banihal,9.75302,Kashmir,,4191,31.0766,77.3916
POINT (75.17730000000013 33.330800000000096),394,3/19/2011,3,Mar,Kashmir 2011,2011,97.8,03/19/2011 07:00:00 AM +0000,India,"Jammu-Srinagar hwy, Digdol, Ramban, Jammu and Kashmir",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Banihal,9.75302,Kashmir,,4191,31.0766,77.3913
POINT (78.89960000000016 30.24160000000009),401,6/29/2011,6,Jun,Uttarakhand 2011,2011,223.1,06/29/2011 07:00:00 AM +0000,India,"Rishikesh-Kedarnath national highway, Sirobagad",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Rudraprayag,9.3832,Uttarakhand,,17944,9.8988,76.3902
POINT (76.90060000000013 9.80120000000006),409,5/31/2011,5,May,Kerala 2011,2011,124.2,05/31/2011 07:00:00 AM +0000,India,"Kulamavu region, Kerala",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Idukki,9.03648,Kerala,,46427,26.8326,88.2662
POINT (93.91570000000016 24.686900000000062),411,7/25/2011,7,Jul,Manipur 2011,2011,313.3,07/25/2011 07:00:00 AM +0000,India,Manipur,landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Mayang Imphal,8.94757,Manipur,,46427,26.8326,88.2662
POINT (78.90800000000014 30.241400000000084),416,6/7/2011,6,Jun,Uttarakhand 2011,2011,223.1,06/07/2011 07:00:00 AM +0000,India,"Rishikesh-Badrinath hwy., near Sirobgarh(Sirobagad), Rudraprayag district, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Rudraprayag,8.70925,Uttarakhand,,19540,32.2067,76.3641
POINT (80.13060000000014 27.586200000000105),437,7/29/2011,7,Jul,Uttar Pradesh 2011,2011,215.9,07/29/2011 07:00:00 AM +0000,India,Uttar Pradesh,landslide,Landslide,Downpour,6,0,Unknown,Medium,Pihani,7.97904,Uttar Pradesh,,12691836,19.0298,72.9104
POINT (88.44510000000017 27.48850000000007),439,6/17/2011,6,Jun,Sikkim 2011,2011,419.8,06/17/2011 07:00:00 AM +0000,India,"National HWY 31A, Birik (cut off Sikkim)",landslide,Mudslide,Rain,0,0,Unknown,Medium,Mangan,7.9575,Sikkim,,22592,30.9141,76.818
POINT (75.00180000000013 33.02710000000011),448,8/7/2011,8,Aug,Kashmir 2011,2011,131.2,08/07/2011 07:00:00 AM +0000,India,"Panthal, Jammu-Srinagar National Highway, between Kashmir and the rest of the country",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Katra,7.61848,Kashmir,,6690,31.4898,76.7043
POINT (77.1935000000001 32.32370000000006),449,7/8/2011,7,Jul,Himachal Pradesh 2011,2011,177.7,07/08/2011 07:00:00 AM +0000,India,Manali-Leh highway,landslide,Landslide,Rain,0,0,Known_within_50_km,Medium,Manali,7.55986,Himachal Pradesh,,4668,29.36,80.126
POINT (75.1611000000001 33.24660000000009),454,3/19/2011,3,Mar,Kashmir 2011,2011,97.8,03/19/2011 07:00:00 AM +0000,India,"Jammu-Srinagar hwy, Sheeri(?), Ramban, Jammu and Kashmir",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Ramban,7.32953,Kashmir,,12691836,19.0263,72.8676
POINT (74.27180000000011 34.180200000000106),455,4/17/2011,4,Apr,Kashmir 2011,2011,89,04/17/2011 07:00:00 AM +0000,India,"Khadpora(?), Kandi area(?) on the outskirts of the Baramulla town, Jammu and Kashmir",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Baramala,7.28703,Kashmir,,46427,26.8342,88.2798
POINT (79.56820000000013 28.86650000000006),460,8/12/2011,8,Aug,Uttarakhand 2011,2011,523.7,08/12/2011 07:00:00 AM +0000,India,Uttarakhand and the Uttar Pradesh,landslide,Landslide,Rain,11,0,Unknown,Large,Kichha,7.19061,Uttarakhand,,522081,30.365,78.0641
POINT (73.51110000000013 19.66990000000006),478,7/12/2011,7,Jul,Maharashtra 2011,2011,1384.1,07/12/2011 07:00:00 AM +0000,India,Between Kasara and Igatpuri,landslide,Landslide,Rain,0,0,Known_within_5_km,Medium,Igatpuri,6.08459,Maharashtra,,2711758,26.876,75.8101
POINT (73.81610000000013 15.851300000000053),489,7/17/2011,7,Jul,Maharashtra 2011,2011,1384.1,07/17/2011 07:00:00 AM +0000,India,At the Talgaon cutting between Sindhudurg and Kudal section of the Konkan Railway,landslide,Landslide,Downpour,0,0,Known_within_25_km,Small,Savantvadi,5.87854,Maharashtra,,92113,25.6269,94.1139
POINT (77.18700000000014 32.18960000000007),491,7/25/2011,7,Jul,Himachal Pradesh 2011,2011,177.7,07/25/2011 07:00:00 AM +0000,India,"Manali-Leh road, rohtang Pass",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Nagar,5.84448,Himachal Pradesh,,92113,25.6269,94.1139
POINT (75.19990000000014 33.364500000000106),493,2/7/2011,2,Feb,Kashmir 2011,2011,211.6,02/07/2011 08:00:00 AM +0000,India,"Jammu-Srinagar highway, Pathal area, Ramban district, Jammu and Kashmir",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Banihal,5.78589,Kashmir,,2000,26.1833,91.8
POINT (75.19990000000014 33.364500000000106),494,2/13/2011,2,Feb,Kashmir 2011,2011,211.6,02/13/2011 08:00:00 AM +0000,India,"Srinagar-Jammu Natl. Hwy., at Panthal(Panthial), Srinagar, Jammu and Kashmir",landslide,Landslide,Rain,0,0,Known_within_5_km,Medium,Banihal,5.78589,Kashmir,,20254,11.3403,76.8267
POINT (75.19990000000014 33.364500000000106),495,3/19/2011,3,Mar,Kashmir 2011,2011,97.8,03/19/2011 07:00:00 AM +0000,India,"Jammu-Srinagar hwy, Panthal, Ramban, Jammu and Kashmir",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Banihal,5.78589,Kashmir,,29499,26.0137,94.5163
POINT (75.19990000000014 33.364500000000106),496,4/17/2011,4,Apr,Kashmir 2011,2011,89,04/17/2011 07:00:00 AM +0000,India,"Jammu and Srinagar Natl. Hwy., Panthal, Ramban",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Banihal,5.78589,Kashmir,,75986,17.0032,73.3572
POINT (77.39160000000012 31.076600000000074),500,8/7/2011,8,Aug,Himachal Pradesh 2011,2011,380.2,08/07/2011 07:00:00 AM +0000,India,"Sainj, Rishikesh-Gangotri National Highway",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Theog,5.69636,Himachal Pradesh,,14927,27.8965,96.1779
POINT (77.39130000000013 31.076600000000074),501,8/7/2011,8,Aug,Himachal Pradesh 2011,2011,380.2,08/07/2011 07:00:00 AM +0000,India,"The Rishikesh-Gangotri national highway, Sainj",landslide,Landslide,Rain,0,0,Known_within_5_km,Medium,Theog,5.68093,Himachal Pradesh,,4209,33.1617,75.3278
POINT (73.3572000000001 17.003200000000067),519,6/17/2011,6,Jun,Maharashtra 2011,2011,857,06/17/2011 07:00:00 AM +0000,India,Near Nivar station in the Ratnagiri district of Maharashtra,landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Ratnagiri,5.16652,Maharashtra,,8160,31.1628,77.7241
POINT (75.32780000000015 33.16170000000008),521,6/9/2011,6,Jun,Kashmir 2011,2011,72.5,06/09/2011 07:00:00 AM +0000,India,"Baglihar Dam, on river Chenab, Chanderkote in Banihal, Ramban , Jammu and Kashmir",landslide,Landslide,Downpour,1,0,Known_within_5_km,Medium,Batoti,5.13042,Kashmir,,43000,27.1141,88.4658
POINT (88.46580000000014 27.11410000000009),523,7/20/2011,7,Jul,Bengal 2011,2011,612.3,07/20/2011 07:00:00 AM +0000,India,National Highway 31A in West Bengal's Darjeeling district,landslide,Landslide,Rain,0,0,Known_within_15_km,Small,Kalimpang,5.07138,Bengal,,2994,30.9209,77.0206
POINT (77.02060000000013 30.920900000000106),524,7/8/2011,7,Jul,Himachal Pradesh 2011,2011,177.7,07/08/2011 07:00:00 AM +0000,India,Between Manali and Rohtang,landslide,Landslide,Rain,0,0,Unknown,Medium,Dagshai,5.03899,Himachal Pradesh,,19962,11.2777,77.1236
POINT (77.1586000000001 32.099600000000095),548,3/5/2011,3,Mar,Himachal Pradesh 2011,2011,49.7,03/05/2011 08:00:00 AM +0000,India,"Kullu-Manali rd, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Nagar,4.50568,Himachal Pradesh,,2000,32.1797,77.1947
POINT (75.1919000000001 33.247700000000094),549,3/1/2011,3,Mar,Kashmir 2011,2011,97.8,03/01/2011 08:00:00 AM +0000,India,"Shetani Nallah(?), Jammu-Srinagar National Highway, Jammu and Kashmir",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Ramban,4.4945,Kashmir,,1261517,19.1993,73.0109
POINT (88.35260000000014 27.076600000000067),551,7/17/2011,7,Jul,Sikkim 2011,2011,612.3,07/17/2011 07:00:00 AM +0000,India,West Bengal-Sikkim,landslide,Landslide,Rain,0,0,Known_within_50_km,Medium,Jorethang,4.44389,Sikkim,,19540,32.2108,76.2833
POINT (88.35260000000014 27.076600000000067),552,7/19/2011,7,Jul,Sikkim 2011,2011,612.3,07/19/2011 07:00:00 AM +0000,India,West Bengal-Sikkim,landslide,Landslide,Rain,0,0,Known_within_50_km,Medium,Jorethang,4.44389,Sikkim,,100000,19.1935,73.0114
POINT (74.14470000000013 15.293200000000086),557,6/19/2011,6,Jun,Goa 2011,2011,857,06/19/2011 07:00:00 AM +0000,India,"Cuddegal in Sanvordem, outside the mining lease area",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Sanvordem,4.31668,Goa,,2600000,19.0811,73.0226
POINT (78.17230000000015 29.9121000000001),562,8/12/2011,8,Aug,Uttarakhand 2011,2011,523.7,08/12/2011 07:00:00 AM +0000,India,"The Chardham yatra, shrines of Badrinath, Kedarnath, Gangotri, and Yamunotri",landslide,Landslide,Rain,0,0,Known_within_25_km,Medium,Haridwar,4.1362,Uttarakhand,,20736,28.758,77.15
POINT (88.55750000000015 27.51610000000008),564,9/30/2011,9,Sep,Sikkim 2011,2011,356.3,09/30/2011 07:00:00 AM +0000,India,,landslide,Landslide,Unknown,0,0,Known_within_10_km,Medium,Mangan,3.57379,Sikkim,,6206,31.4711,77.6746
POINT (76.94080000000015 9.83060000000007),588,6/2/2011,6,Jun,Kerala 2011,2011,788.5,06/02/2011 07:00:00 AM +0000,India,"Idukki taluk, Kerala",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Idukki,3.5574,Kerala,,2000,32.0987,77.1495
POINT (77.18980000000013 32.2282000000001),590,6/29/2011,6,Jun,Himachal Pradesh 2011,2011,118.3,06/29/2011 07:00:00 AM +0000,India,"Manali-Rohtang road, at Raninalah, Himachal Pradesh",landslide,Landslide,Continuous_rain,0,0,Known_within_15_km,Medium,Manali,3.53288,Himachal Pradesh,,417387,12.8733,74.8481
POINT (91.73510000000014 26.154800000000048),594,9/23/2011,9,Sep,Assam 2011,2011,221.6,09/23/2011 07:00:00 AM +0000,India,"Maighuli, Guwahati, Meghalaya",landslide,Landslide,Downpour,4,0,Unknown,Large,Guwahati,3.44946,Assam,,1261517,19.1646,72.9325
POINT (77.19580000000015 28.68090000000009),606,8/27/2011,8,Aug,NCT 2011,2011,127.3,08/27/2011 07:00:00 AM +0000,India,"Shakti Nagar, New Delhi",landslide,Landslide,Downpour,1,0,Known_within_1_km,Medium,Karol Bagh,3.32736,NCT,,92113,25.7131,94.0885
POINT (88.25500000000014 27.060500000000072),610,9/25/2011,9,Sep,Bengal 2011,2011,356.3,09/25/2011 07:00:00 AM +0000,India,"Singamari, Darhelling, West Bengal",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Darjiling,3.22506,Bengal,,29499,26.0093,94.5238
POINT (74.94370000000012 33.0165000000001),619,2/13/2011,2,Feb,Kashmir 2011,2011,211.6,02/13/2011 08:00:00 AM +0000,India,"trail between Adh Kuwari(Adhkuwari) temple and Shri Mata Vaishno Devi Cave Shrine, Trikuta Hills(?), near Katra, Reasi, Jammu and Kashmir",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Katra,2.96443,Kashmir,,10000,17.2634,73.5446
POINT (93.71450000000014 27.12500000000008),620,7/15/2011,7,Jul,Arunachal Pradesh 2011,2011,531.4,07/15/2011 07:00:00 AM +0000,India,Itanagar/Naharlagur/Nirjuli,landslide,Landslide,Downpour,0,0,Known_within_5_km,Small,Naharlagun,2.95672,Arunachal Pradesh,,79421,21.786,83.8847
POINT (77.5146000000001 10.244500000000082),630,11/3/2011,11,Nov,Tamil Nadu 2011,2011,230.5,11/03/2011 07:00:00 AM +0000,India,"Palani-Kodaikanal Ghat road, Kodaikanal",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Kodaikanal,2.82998,Tamil Nadu,,20000,19.153,72.9266
POINT (75.1996000000001 33.44060000000011),638,8/7/2011,8,Aug,Kashmir 2011,2011,131.2,08/07/2011 07:00:00 AM +0000,India,"Digdol, Jammu-Srinagar National Highway, between Kashmir and the rest of the country",landslide,Landslide,Downpour,0,0,Unknown,Medium,Banihal,2.65475,Kashmir,,46427,26.8572,88.3143
POINT (77.17840000000014 32.23380000000006),640,2/25/2011,2,Feb,Himachal Pradesh 2011,2011,97.4,02/25/2011 08:00:00 AM +0000,India,"road near Manali, Kullu",landslide,Rockfall,Continuous_rain,0,0,Known_within_10_km,Medium,Manali,2.63892,Himachal Pradesh,,54010,26.138,94.25
POINT (75.24400000000016 33.260900000000085),665,2/16/2011,2,Feb,Kashmir 2011,2011,211.6,02/16/2011 08:00:00 AM +0000,India,"near Ramban, Jammu-Srinagar hwy, Jammu and Kashmir",landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Ramban,2.2462,Kashmir,,12691836,19.0336,72.8965
POINT (78.19700000000014 30.012000000000086),679,7/29/2011,7,Jul,Uttarakhand 2011,2011,433.3,07/29/2011 07:00:00 AM +0000,India,Kedarnath yatra,landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Raiwala,2.04531,Uttarakhand,,6807,33.9513,74.9845
POINT (76.52890000000016 9.598800000000049),704,8/7/2011,8,Aug,Kerala 2011,2011,492.7,08/07/2011 07:00:00 AM +0000,India,Kottayam,landslide,Landslide,Downpour,1,0,Known_within_5_km,Medium,Kottayam,1.55505,Kerala,,12691836,19.0402,72.9089
POINT (78.11230000000013 30.16650000000007),712,7/21/2011,7,Jul,Uttarakhand 2011,2011,433.3,07/21/2011 07:00:00 AM +0000,India,"Garhwal, Uttarakhand",landslide,Landslide,Rain,1,0,Known_within_25_km,Medium,Doiwala,1.47985,Uttarakhand,,223523,24.837,93.9128
POINT (74.85560000000011 32.73270000000011),731,8/11/2011,8,Aug,Kashmir 2011,2011,131.2,08/11/2011 07:00:00 AM +0000,India,Jammu-Srinagar National Highway in Jammu City,landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Jammu,1.30909,Kashmir,,2000,32.0996,77.1586
POINT (93.94800000000012 24.799200000000063),744,7/22/2011,7,Jul,Manipur 2011,2011,313.3,07/22/2011 07:00:00 AM +0000,India,Heibok Hills,landslide,Landslide,Downpour,0,0,Unknown,Medium,Imphal,1.05312,Manipur,,7317,33.2477,75.1919
POINT (77.06960000000011 10.083800000000062),757,6/2/2011,6,Jun,Kerala 2011,2011,788.5,06/02/2011 07:00:00 AM +0000,India,"Munnar, Idukki district, Kerala",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Munnar,0.93276,Kerala,,8101,33.0852,74.8799
POINT (94.51210000000013 26.318600000000085),758,6/20/2011,6,Jun,Nagaland 2011,2011,374.2,06/20/2011 07:00:00 AM +0000,India,Mokokchung,landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Mokokchang,0.92729,Nagaland,,3596,27.0766,88.3526
POINT (90.21670000000015 25.514400000000048),770,8/16/2011,8,Aug,Meghalaya 2011,2011,302.6,08/16/2011 07:00:00 AM +0000,India,"Garo Hills, Tura",landslide,Landslide,Downpour,6,0,Unknown,Medium,Tura,0.82423,Meghalaya,,3596,27.0766,88.3526
POINT (94.10990000000012 25.668200000000095),780,6/28/2011,6,Jun,Nagaland 2011,2011,374.2,06/28/2011 07:00:00 AM +0000,India,"Ruzapfu valley, Kikruma Village, Phek District, Nagaland",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Kohima,0.72537,Nagaland,,9106,33.0289,74.9489
